ICAO,FBO,TIER,PRICE,NAME,
SBAR,BR PETROBRAS (FUEL ONLY),1,5.36034,BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH M-F. ADDITIONAL LOCAL TAXES AND HIGHER PRICING APPLICABLE FOR DOMESTIC/INTERNAL FLIGHTS.  VIBRA DOES NOT SUPPLY AIRCRAFT FROM SANCTIONED COUNTRIES.  AIRPORT WITHOUT CUSTOMS,
SBAT,BR PETROBRAS (FUEL ONLY),1,6.68739,BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH M-F. ADDITIONAL LOCAL TAXES AND HIGHER PRICING APPLICABLE FOR DOMESTIC/INTERNAL FLIGHTS.  VIBRA DOES NOT SUPPLY AIRCRAFT FROM SANCTIONED COUNTRIES.  AIRPORT WITHOUT CUSTOMS,
SBAU,BR AVIATION (FUEL ONLY),1,5.83869,BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH M-F. ADDITIONAL LOCAL TAXES AND HIGHER PRICING APPLICABLE FOR DOMESTIC/INTERNAL FLIGHTS.  VIBRA DOES NOT SUPPLY AIRCRAFT FROM SANCTIONED COUNTRIES.  AIRPORT WITHOUT CUSTOMS,
SBBE,BR PETROBRAS (FUEL ONLY),1,4.39460,BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH M-F. ADDITIONAL LOCAL TAXES AND HIGHER PRICING APPLICABLE FOR DOMESTIC/INTERNAL FLIGHTS.  Petrobras does not supply Venezuelan aircraft,
SBBH,BR PETROBRAS (MARLIM) (FUEL ONLY),1,4.84506,BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH M-F. ADDITIONAL LOCAL TAXES AND HIGHER PRICING APPLICABLE FOR DOMESTIC/INTERNAL FLIGHTS.  VIBRA DOES NOT SUPPLY AIRCRAFT FROM SANCTIONED COUNTRIES.  AIRPORT WITHOUT CUSTOMS,
SBBH,SHELL/RAIZEN (FUEL ONLY),1,4.85716,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY.,
SBBI,BR AVIATION (FUEL ONLY),1,4.74728,BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH M-F. ADDITIONAL LOCAL TAXES AND HIGHER PRICING APPLICABLE FOR DOMESTIC/INTERNAL FLIGHTS. VIBRA DOES NOT SUPPLY AIRCRAFT FROM SANCTIONED COUNTRIES. AIRPORT WITHOUT CUSTOMS,
SBBI,SHELL/RAIZEN (FUEL ONLY),1,6.41569,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY.,
SBBR,BR AVIATION CENTER (AEROPREST),1,3.61195,INTERNAL FLIGHTS INCUR ADDITIONAL TAX AND HIGHER PRICING. BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH M-F. CAN FUEL ON MILITARY RAMP Petrobras does not supply Venezuelan aircraft,
SBBV,BR PETROBRAS (FUEL ONLY),1,4.69035,INTERNAL FLIGHTS INCUR ADDITIONAL TAX AND HIGHER PRICING. BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH M-F. DOMESTIC FLIGHTS ARE SUBJECT TO LOCAL TAXES. Petrobras does not supply Venezuelan aircraft,
SBCB,AIR BP FUEL VIA JETFLY,1,4.49343,MAIN APRON FUELINGS. PRICE FOR INTERNATIONAL FLIGHTS ONLY. FOR INTERNAL FLIGHTS WILL INCUR 13% VAT FEDERAL FUEL CHARGE. BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL.,
SBCF,BR PETROBRAS (MARLIM) (FUEL ONLY),1,3.62065,BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH M-F. ADDITIONAL LOCAL TAXES AND HIGHER PRICING APPLICABLE FOR DOMESTIC/INTERNAL FLIGHTS. Petrobras does not supply Venezuelan aircraft,
SBCG,BR PETROBRAS (FUEL ONLY),1,4.52027,DOMESTIC FLIGHTS ONLY,
SBCJ,BR PETROBRAS (FUEL ONLY),1,5.52686,BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH M-F. ADDITIONAL LOCAL TAXES AND HIGHER PRICING APPLICABLE FOR DOMESTIC/INTERNAL FLIGHTS. VIBRA DOES NOT SUPPLY AIRCRAFT FROM SANCTIONED COUNTRIES. AIRPORT WITHOUT CUSTOMS.,
SBCN,BR PETROBRAS (FUEL ONLY),1,5.52215,BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH M-F. ADDITIONAL LOCAL TAXES AND HIGHER PRICING APPLICABLE FOR DOMESTIC/INTERNAL FLIGHTS.  VIBRA DOES NOT SUPPLY AIRCRAFT FROM SANCTIONED COUNTRIES.  AIRPORT WITHOUT CUSTOMS,
SBCR,BR PETROBRAS (FUEL ONLY),1,5.67923,BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH M-F. ADDITIONAL LOCAL TAXES AND HIGHER PRICING APPLICABLE FOR DOMESTIC/INTERNAL FLIGHTS. VIBRA DOES NOT SUPPLY AIRCRAFT FROM SANCTIONED COUNTRIES. AIRPORT WITHOUT CUSTOMS,
SBCT,BR PETROBRAS (MARLIM),1,3.53800,BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH M-F. ADDITIONAL LOCAL TAXES AND HIGHER PRICING APPLICABLE FOR DOMESTIC/INTERNAL FLIGHTS. Petrobras does not supply Venezuelan aircraft,
SBCX,BR PETROBRAS (FUEL ONLY),1,5.52607,BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH M-F. ADDITIONAL LOCAL TAXES AND HIGHER PRICING APPLICABLE FOR DOMESTIC/INTERNAL FLIGHTS.  VIBRA DOES NOT SUPPLY AIRCRAFT FROM SANCTIONED COUNTRIES.  AIRPORT WITHOUT CUSTOMS,
SBCY,AIR BP FUEL (FUEL ONLY),1,4.81736,AIRPORT WITHOUT CUSTOMS. THIS INCLUDE FEDERAL FUEL CHARGE AND VAT.BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL.,
SBCY,BR AVIATION CENTER,1,5.93884,BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH M-F. ADDITIONAL LOCAL TAXES AND HIGHER PRICING APPLICABLE FOR DOMESTIC/INTERNAL FLIGHTS. VIBRA DOES NOT SUPPLY AIRCRAFT FROM SANCTIONED COUNTRIES. AIRPORT WITHOUT CUSTOMS.,
SBCZ,BR PETROBRAS (FUEL ONLY),1,6.40462,BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH M-F. ADDITIONAL LOCAL TAXES AND HIGHER PRICING APPLICABLE FOR DOMESTIC/INTERNAL FLIGHTS. VIBRA DOES NOT SUPPLY AIRCRAFT FROM SANCTIONED COUNTRIES. AIRPORT WITHOUT CUSTOMS,
SBDB,BR AVIATION CENTER,1,6.01817,BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH M-F. ADDITIONAL LOCAL TAXES AND HIGHER PRICING APPLICABLE FOR DOMESTIC/INTERNAL FLIGHTS.  VIBRA DOES NOT SUPPLY AIRCRAFT FROM SANCTIONED COUNTRIES.  AIRPORT WITHOUT CUSTOMS,
SBDN,BR PETROBRAS (FUEL ONLY),1,7.44774,BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH M-F. ADDITIONAL LOCAL TAXES AND HIGHER PRICING APPLICABLE FOR DOMESTIC/INTERNAL FLIGHTS. VIBRA DOES NOT SUPPLY AIRCRAFT FROM SANCTIONED COUNTRIES. AIRPORT WITHOUT CUSTOMS.,
SBEG,BR PETROBRAS (FUEL ONLY),1,3.98485,INTERNAL FLIGHTS INCUR ADDITIONAL TAX AND HIGHER PRICING. BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH M-F. CAN FUEL AT LIDER FACILITIES  Petrobras does not supply Venezuelan aircraft,
SBFI,BR AVIATION (FUEL ONLY),1,3.76449,INTERNAL FLIGHTS INCUR ADDITIONAL TAX AND HIGHER PRICING. BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH M-F  Petrobras does not supply Venezuelan aircraft,
SBFL,BR PETROBRAS (FUEL ONLY),1,3.58967,INTERNAL FLIGHTS INCUR ADDITIONAL TAX AND HIGHER PRICING. BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH M-F  Petrobras does not supply Venezuelan aircraft,
SBFZ,BR PETROBRAS (FUEL ONLY),1,3.49959,BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH M-F. ADDITIONAL LOCAL TAXES AND HIGHER PRICING APPLICABLE FOR DOMESTIC/INTERNAL FLIGHTS.  Petrobras does not supply Venezuelan aircraft,
SBGL,BR PETROBRAS (FUEL ONLY),1,3.32203,BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH M-F. ADDITIONAL LOCAL TAXES AND HIGHER PRICING APPLICABLE FOR DOMESTIC/INTERNAL FLIGHTS.  Petrobras does not supply Venezuelan aircraft,
SBGO,BR AVIATION CENTER (AEROPREST),1,3.86763,INTERNAL FLIGHTS INCUR ADDITIONAL TAX. BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH M-F  Petrobras does not supply Venezuelan aircraft,
SBGP,SHELL/RAIZEN (FUEL ONLY),1,5.36813,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY.,
SBGR,BR AVIATION CENTER,1,3.35796,BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH M-F. ADDITIONAL LOCAL TAXES AND HIGHER PRICING APPLICABLE FOR DOMESTIC/INTERNAL FLIGHTS.  Petrobras does not supply Venezuelan aircraft,
SBGW,BR AVIATION - DOMESTIC FLIGHT,1,7.22702,BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH M-F. ADDITIONAL LOCAL TAXES AND HIGHER PRICING APPLICABLE FOR DOMESTIC/INTERNAL FLIGHTS. VIBRA DOES NOT SUPPLY AIRCRAFT FROM SANCTIONED COUNTRIES. AIRPORT WITHOUT CUSTOMS,
SBHT,BR PETROBRAS (FUEL ONLY),1,5.55514,BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH M-F. ADDITIONAL LOCAL TAXES AND HIGHER PRICING APPLICABLE FOR DOMESTIC/INTERNAL FLIGHTS.  VIBRA DOES NOT SUPPLY AIRCRAFT FROM SANCTIONED COUNTRIES.  AIRPORT WITHOUT CUSTOMS,
SBIH,BR PETROBRAS (FUEL ONLY),1,5.30457,BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH M-F. ADDITIONAL LOCAL TAXES AND HIGHER PRICING APPLICABLE FOR DOMESTIC/INTERNAL FLIGHTS. VIBRA DOES NOT SUPPLY AIRCRAFT FROM SANCTIONED COUNTRIES. AIRPORT WITHOUT CUSTOMS,
SBJE,BR AVIATION (FUEL ONLY),1,6.00914,BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH M-F. ADDITIONAL LOCAL TAXES AND HIGHER PRICING APPLICABLE FOR DOMESTIC/INTERNAL FLIGHTS. VIBRA DOES NOT SUPPLY AIRCRAFT FROM SANCTIONED COUNTRIES. AIRPORT WITHOUT CUSTOMS,
SBJH,BONI MORIS REVENDEDORA DE COMBUST?VEIS LTDA.,1,4.71962,DOMESTIC PRICES AND JET A PLUS INCUR IN HIGHER PRICES. DUE TO BRAZILIAN CUSTOMS RESTRICTIONS SUPPLIER IS OPERATING INTERNATIONAL FLIGHTS MONDAY THROUGH FRIDAY FROM 8H00 TO 18H00 LOCAL TIME. IF THE CUSTOMER NEEDS OTHER TIMES  THEY SHOULD ARRIVE AS DOMESTIC LEG. PRICING SUBJECT TO INCREASE DUE TO EXCHANGE RATE.,
SBJP,BR PETROBRAS (FUEL ONLY),1,8.16565,BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH M-F. ADDITIONAL LOCAL TAXES AND HIGHER PRICING APPLICABLE FOR DOMESTIC/INTERNAL FLIGHTS.  VIBRA DOES NOT SUPPLY AIRCRAFT FROM SANCTIONED COUNTRIES.  AIRPORT WITHOUT CUSTOMS,
SBJR,BR AVIATION (FUEL ONLY),1,5.21699,BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH M-F. ADDITIONAL LOCAL TAXES AND HIGHER PRICING APPLICABLE FOR DOMESTIC/INTERNAL FLIGHTS. VIBRA DOES NOT SUPPLY AIRCRAFT FROM SANCTIONED COUNTRIES. AIRPORT WITHOUT CUSTOMS.,
SBJU,BR PETROBRAS (FUEL ONLY),1,5.93688,BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH M-F. ADDITIONAL LOCAL TAXES AND HIGHER PRICING APPLICABLE FOR DOMESTIC/INTERNAL FLIGHTS. VIBRA DOES NOT SUPPLY AIRCRAFT FROM SANCTIONED COUNTRIES. AIRPORT WITHOUT CUSTOMS,
SBKP,BR PETROBRAS (FUEL ONLY),1,3.38084,BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH M-F. ADDITIONAL LOCAL TAXES AND HIGHER PRICING APPLICABLE FOR DOMESTIC/INTERNAL FLIGHTS.  Petrobras does not supply Venezuelan aircraft,
SBLO,BR PETROBRAS (FUEL ONLY),1,5.37094,BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH M-F. ADDITIONAL LOCAL TAXES AND HIGHER PRICING APPLICABLE FOR DOMESTIC/INTERNAL FLIGHTS. VIBRA DOES NOT SUPPLY AIRCRAFT FROM SANCTIONED COUNTRIES. AIRPORT WITHOUT CUSTOMS,
SBLO,SHELL/RAIZEN (FUEL ONLY),1,5.25649,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY.,
SBMA,BR PETROBRAS (FUEL ONLY),1,7.89153,BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH M-F. ADDITIONAL LOCAL TAXES AND HIGHER PRICING APPLICABLE FOR DOMESTIC/INTERNAL FLIGHTS. VIBRA DOES NOT SUPPLY AIRCRAFT FROM SANCTIONED COUNTRIES. AIRPORT WITHOUT CUSTOMS.,
SBME,BR PETROBRAS (MARLIM) (FUEL ONLY),1,6.63752,BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH M-F. ADDITIONAL LOCAL TAXES AND HIGHER PRICING APPLICABLE FOR DOMESTIC/INTERNAL FLIGHTS. VIBRA DOES NOT SUPPLY AIRCRAFT FROM SANCTIONED COUNTRIES. AIRPORT WITHOUT CUSTOMS,
SBMG,BR AVIATION CENTER,1,5.38311,BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH M-F. ADDITIONAL LOCAL TAXES AND HIGHER PRICING APPLICABLE FOR DOMESTIC/INTERNAL FLIGHTS. VIBRA DOES NOT SUPPLY AIRCRAFT FROM SANCTIONED COUNTRIES. AIRPORT WITHOUT CUSTOMS,
SBMK,BR PETROBRAS (FUEL ONLY),1,6.14149,BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH M-F. ADDITIONAL LOCAL TAXES AND HIGHER PRICING APPLICABLE FOR DOMESTIC/INTERNAL FLIGHTS. VIBRA DOES NOT SUPPLY AIRCRAFT FROM SANCTIONED COUNTRIES. AIRPORT WITHOUT CUSTOMS.,
SBMO,BR PETROBRAS (FUEL ONLY),1,3.64392,BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH M-F. ADDITIONAL LOCAL TAXES AND HIGHER PRICING APPLICABLE FOR DOMESTIC/INTERNAL FLIGHTS.  Petrobras does not supply Venezuelan aircraft,
SBMQ,BR AVIATION (FUEL ONLY),1,4.78866,INTERNAL FLIGHTS INCUR ADDITIONAL TAX AND HIGHER PRICING. BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH M-F  Petrobras does not supply Venezuelan aircraft,
SBMT,BR PETROBRAS (FUEL ONLY),1,5.79577,BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH M-F. ADDITIONAL LOCAL TAXES AND HIGHER PRICING APPLICABLE FOR DOMESTIC/INTERNAL FLIGHTS. VIBRA DOES NOT SUPPLY AIRCRAFT FROM SANCTIONED COUNTRIES. AIRPORT WITHOUT CUSTOMS,
SBNF,BR AVIATION (FUEL ONLY),1,5.27512,BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH M-F. ADDITIONAL LOCAL TAXES AND HIGHER PRICING APPLICABLE FOR DOMESTIC/INTERNAL FLIGHTS. VIBRA DOES NOT SUPPLY AIRCRAFT FROM SANCTIONED COUNTRIES. AIRPORT WITHOUT CUSTOMS,
SBNF,SHELL/RAIZEN (FUEL ONLY),1,5.06653,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY FOR INTERNATIONAL FLIGHTS. DOMESTIC FLIGHTS INCUR HIGHER PRICING AND LOCAL CHARGE.,
SBPA,BR PETROBRAS (FUEL ONLY),1,3.61872,BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH M-F. ADDITIONAL LOCAL TAXES AND HIGHER PRICING APPLICABLE FOR DOMESTIC/INTERNAL FLIGHTS. AVGAS IS UNAVAILABLE AT SBPA  Petrobras does not supply Venezuelan aircraft,
SBPB,TAM AVIACAO (FUEL ONLY),1,10.69663,,
SBPJ,BR AVIATION (FUEL ONLY),1,5.30103,BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH M-F. ADDITIONAL LOCAL TAXES AND HIGHER PRICING APPLICABLE FOR DOMESTIC/INTERNAL FLIGHTS. VIBRA DOES NOT SUPPLY AIRCRAFT FROM SANCTIONED COUNTRIES. AIRPORT WITHOUT CUSTOMS,
SBPJ,SHELL/RAIZEN (FUEL ONLY),1,5.04847,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY.,
SBPK,BR PETROBRAS (FUEL ONLY),1,7.09819,BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH M-F. ADDITIONAL LOCAL TAXES AND HIGHER PRICING APPLICABLE FOR DOMESTIC/INTERNAL FLIGHTS. VIBRA DOES NOT SUPPLY AIRCRAFT FROM SANCTIONED COUNTRIES. AIRPORT WITHOUT CUSTOMS,
SBPL,BR PETROBRAS (FUEL ONLY),1,4.08797,BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH M-F. ADDITIONAL LOCAL TAXES AND HIGHER PRICING APPLICABLE FOR DOMESTIC/INTERNAL FLIGHTS.  Petrobras does not supply Venezuelan aircraft,
SBPS,BR AVIATION CENTER,1,3.70768,BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH M-F. ADDITIONAL LOCAL TAXES AND HIGHER PRICING APPLICABLE FOR DOMESTIC/INTERNAL FLIGHTS.  Petrobras does not supply Venezuelan aircraft,
SBPV,BR PETROBRAS (FUEL ONLY),1,5.69416,BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH M-F. ADDITIONAL LOCAL TAXES AND HIGHER PRICING APPLICABLE FOR DOMESTIC/INTERNAL FLIGHTS. VIBRA DOES NOT SUPPLY AIRCRAFT FROM SANCTIONED COUNTRIES. AIRPORT WITHOUT CUSTOMS,
SBRB,BR PETROBRAS (FUEL ONLY),1,5.81787,BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH M-F. ADDITIONAL LOCAL TAXES AND HIGHER PRICING APPLICABLE FOR DOMESTIC/INTERNAL FLIGHTS. VIBRA DOES NOT SUPPLY AIRCRAFT FROM SANCTIONED COUNTRIES. AIRPORT WITHOUT CUSTOMS,
SBRB,SHELL/RAIZEN (FUEL ONLY),1,6.34525,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY.,
SBRF,BR PETROBRAS (FUEL ONLY),1,3.30798,BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH M-F. ADDITIONAL LOCAL TAXES AND HIGHER PRICING APPLICABLE FOR DOMESTIC/INTERNAL FLIGHTS.  Petrobras does not supply Venezuelan aircraft,
SBRJ,BR PETROBRAS (FUEL ONLY),1,6.13795,BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH M-F. ADDITIONAL LOCAL TAXES AND HIGHER PRICING APPLICABLE FOR DOMESTIC/INTERNAL FLIGHTS. VIBRA DOES NOT SUPPLY AIRCRAFT FROM SANCTIONED COUNTRIES. AIRPORT WITHOUT CUSTOMS,
SBRJ,SHELL/RAIZEN (FUEL ONLY),1,4.24130,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY.,
SBRP,BR PETROBRAS (FUEL ONLY),1,5.76564,BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH M-F. ADDITIONAL LOCAL TAXES AND HIGHER PRICING APPLICABLE FOR DOMESTIC/INTERNAL FLIGHTS. VIBRA DOES NOT SUPPLY AIRCRAFT FROM SANCTIONED COUNTRIES. AIRPORT WITHOUT CUSTOMS,
SBSG,BR AVIATION (FUEL ONLY),1,3.58741,BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH M-F. ADDITIONAL LOCAL TAXES AND HIGHER PRICING APPLICABLE FOR DOMESTIC/INTERNAL FLIGHTS.  Petrobras does not supply Venezuelan aircraft,
SBSJ,BR PETROBRAS (FUEL ONLY),1,3.97081,BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24-48 HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH. Petrobras does not supply Venezuelan aircraft,
SBSL,BR AVIATION CENTER,1,3.66187,BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH M-F. ADDITIONAL LOCAL TAXES AND HIGHER PRICING APPLICABLE FOR DOMESTIC/INTERNAL FLIGHTS.  Petrobras does not supply Venezuelan aircraft,
SBSN,BR PETROBRAS (FUEL ONLY),1,5.43418,BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH M-F. ADDITIONAL LOCAL TAXES AND HIGHER PRICING APPLICABLE FOR DOMESTIC/INTERNAL FLIGHTS. VIBRA DOES NOT SUPPLY AIRCRAFT FROM SANCTIONED COUNTRIES. AIRPORT WITHOUT CUSTOMS,
SBSN,SHELL/RAIZEN (FUEL ONLY),1,5.63850,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY.,
SBSP,BR AVIATION CENTER,1,6.83860,BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH M-F. ADDITIONAL LOCAL TAXES AND HIGHER PRICING APPLICABLE FOR DOMESTIC/INTERNAL FLIGHTS. VIBRA DOES NOT SUPPLY AIRCRAFT FROM SANCTIONED COUNTRIES. AIRPORT WITHOUT CUSTOMS,
SBSP,SHELL/RAIZEN (FUEL ONLY),1,5.10139,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY.,
SBSR,SHELL/RAIZEN (FUEL ONLY),1,5.31107,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY.,
