IATA,ICAO,ST/CO,CITY,FUELER,EFFECTIVE DATE,EXPIREDT,RESTRICTIONS,BASEFUEL,MIN GALLONS,MAX GALLONS,TOTAL PRICE,NOTES,Taxes Included
LWN,UDSG,AM,GYUMRI,SBA HANDLER,12/1/2025,12/31/2025,Corporate,4.055710,1,99999,4.055710,"50 EURO UPLIFT FEE FOR < 2.5 TONNES AND NO HANDLING REQUESTED THROUGH SBA. PROVISION OF DECLARING PROCEDURE FEE 75 EURO PER FLIGHT (90 USD PER FLIGHT)
DUE TO PREVAILING TEMPERATURE CONDITIONS AT THE AIRPORT, INVOICED VOLUME IS SUBJECT TO EXPANSION OR CONTRACTION ADJUSTMENTS AND MAY DIFFER FROM THE FUEL DELIVERY TICKET / BILL OF LADING VOLUME.  ACCEPTANCE OF THIS QUOTATION WARRANTS THAT CUSTOMER AGREES TO ACCEPT THE ADJUSTED VOLUME INVOICED BY AEG.PRICE IS SUBJECT TO CHANGE AT ANY TIME,CONFIRM PRICING PER UPLIFT. ",No
EVN,UDYZ,AM,YEREVAN,AIR GROUND OPS,12/9/2025,12/15/2025,Corporate,3.895589,1,99999,3.895589,"PASSENGER FLIGHTS. PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. SUBJECT TO CHANGE ANY TIME.
DUE TO PREVAILING TEMPERATURE CONDITIONS AT THE AIRPORT, INVOICED VOLUME IS SUBJECT TO EXPANSION OR CONTRACTION ADJUSTMENTS AND MAY DIFFER FROM THE FUEL DELIVERY TICKET / BILL OF LADING VOLUME.  ACCEPTANCE OF THIS QUOTATION WARRANTS THAT CUSTOMER AGREES TO ACCEPT THE ADJUSTED VOLUME INVOICED BY AEG. ",No
KUT,UGKO,GE,KUTAISI,GEORGIAN PETROLEUM: JETA1,12/1/2025,12/15/2025,Corporate,3.381994,1,99999,3.381994,"PRICING FOR JETA. PRICING SUBJECT TO CHANGE WITH DAILY EXCHANGE RATES. INTERNAL FLIGHTS INCUR EXCISE TAX AND 18% VAT. $20 USD HOOK UP FEE.
DUE TO PREVAILING TEMPERATURE CONDITIONS AT THE AIRPORT, INVOICED VOLUME IS SUBJECT TO EXPANSION OR CONTRACTION ADJUSTMENTS AND MAY DIFFER FROM THE FUEL DELIVERY TICKET / BILL OF LADING VOLUME.  ACCEPTANCE OF THIS QUOTATION WARRANTS THAT CUSTOMER AGREES TO ACCEPT THE ADJUSTED VOLUME INVOICED BY AEG. ",Yes
KUT,UGKO,GE,KUTAISI,PETROCAS FUEL SVCS GEORGIA: JETA1,12/1/2025,12/15/2025,Corporate,3.327613,1,99999,3.327613,"PRICING FOR JETA. PRICING SUBJECT TO CHANGE WITH DAILY EXCHANGE RATES. INTERNAL FLIGHTS INCUR 18% VAT AND EXCISE TAX
DUE TO PREVAILING TEMPERATURE CONDITIONS AT THE AIRPORT, INVOICED VOLUME IS SUBJECT TO EXPANSION OR CONTRACTION ADJUSTMENTS AND MAY DIFFER FROM THE FUEL DELIVERY TICKET / BILL OF LADING VOLUME.  ACCEPTANCE OF THIS QUOTATION WARRANTS THAT CUSTOMER AGREES TO ACCEPT THE ADJUSTED VOLUME INVOICED BY AEG. ",Yes
BUS,UGSB,GE,BATUMI INTL,GEORGIAN PETROLEUM: JETA1,12/1/2025,12/15/2025,Corporate,3.412205,1,99999,3.412205,"PRICING FOR JETA. PRICING SUBJECT TO CHANGE WITH DAILY EXCHANGE RATES. INTERNAL FLIGHTS INCUR EXCISE TAX AND 18% VAT. $20 USD HOOK UP FEE.
DUE TO PREVAILING TEMPERATURE CONDITIONS AT THE AIRPORT, INVOICED VOLUME IS SUBJECT TO EXPANSION OR CONTRACTION ADJUSTMENTS AND MAY DIFFER FROM THE FUEL DELIVERY TICKET / BILL OF LADING VOLUME.  ACCEPTANCE OF THIS QUOTATION WARRANTS THAT CUSTOMER AGREES TO ACCEPT THE ADJUSTED VOLUME INVOICED BY AEG. ",Yes
BUS,UGSB,GE,BATUMI INTL,PETROCAS FUEL SVCS GEORGIA: JETA1,12/1/2025,12/15/2025,Corporate,3.342719,1,99999,3.342719,"PRICING FOR JETA. PRICING SUBJECT TO CHANGE WITH DAILY EXCHANGE RATES. INTERNAL FLIGHTS INCUR 18% VAT AND EXCISE TAX
DUE TO PREVAILING TEMPERATURE CONDITIONS AT THE AIRPORT, INVOICED VOLUME IS SUBJECT TO EXPANSION OR CONTRACTION ADJUSTMENTS AND MAY DIFFER FROM THE FUEL DELIVERY TICKET / BILL OF LADING VOLUME.  ACCEPTANCE OF THIS QUOTATION WARRANTS THAT CUSTOMER AGREES TO ACCEPT THE ADJUSTED VOLUME INVOICED BY AEG. ",Yes
TBS,UGTB,GE,TBILISI,GEORGIAN PETROLEUM: JETA1,12/1/2025,12/15/2025,Corporate,3.351782,1,99999,3.351782,"PRICING FOR JETA1. PRICING SUBJECT TO CHANGE WITH DAILY EXCHANGE RATES. INTERNAL FLIGHTS INCUR EXCISE TAX AND 18% VAT. $20 USD HOOK UP FEE.
DUE TO PREVAILING TEMPERATURE CONDITIONS AT THE AIRPORT, INVOICED VOLUME IS SUBJECT TO EXPANSION OR CONTRACTION ADJUSTMENTS AND MAY DIFFER FROM THE FUEL DELIVERY TICKET / BILL OF LADING VOLUME.  ACCEPTANCE OF THIS QUOTATION WARRANTS THAT CUSTOMER AGREES TO ACCEPT THE ADJUSTED VOLUME INVOICED BY AEG. ",Yes
TBS,UGTB,GE,TBILISI,PETROCAS FUEL SVCS GEORGIA: JETA1,12/1/2025,12/15/2025,Corporate,3.282296,1,99999,3.282296,"PRICING FOR JETA1.  PRICING SUBJECT TO CHANGE WITH DAILY EXCHANGE RATES. INTERNAL FLIGHTS INCUR 18% VAT AND EXCISE TAX. UPLIFTS > 70000KG MUST PARK ON APRON ALONG HYDRANT SYSTEM FOR FUELING. CREW MUST REQUEST PARKING PERMISSIONS FROM TAV URBAN GEORGIA IN ADVANCE.
DUE TO PREVAILING TEMPERATURE CONDITIONS AT THE AIRPORT, INVOICED VOLUME IS SUBJECT TO EXPANSION OR CONTRACTION ADJUSTMENTS AND MAY DIFFER FROM THE FUEL DELIVERY TICKET / BILL OF LADING VOLUME.  ACCEPTANCE OF THIS QUOTATION WARRANTS THAT CUSTOMER AGREES TO ACCEPT THE ADJUSTED VOLUME INVOICED BY AEG. ",Yes
TBS,UGTB,GE,TBILISI,PETROCAS FUEL SVCS GEORGIA: TS1,12/1/2025,12/15/2025,Corporate,CALL,1,99999,CALL,"PRICING FOR TS-1 CHARTER FLIGHTS ONLY. PRICING SUBJECT TO CHANGE WITH DAILY EXCHANGE RATES. INTERNAL FLIGHTS INCUR 18% VAT AND EXCISE TAX. UPLIFTS > 70000KG MUST PARK ON APRON ALONG HYDRANT SYSTEM FOR FUELING. CREW MUST REQUEST PARKING PERMISSIONS FROM TAV URBAN GEORGIA IN ADVANCE.
DUE TO PREVAILING TEMPERATURE CONDITIONS AT THE AIRPORT, INVOICED VOLUME IS SUBJECT TO EXPANSION OR CONTRACTION ADJUSTMENTS AND MAY DIFFER FROM THE FUEL DELIVERY TICKET / BILL OF LADING VOLUME.  ACCEPTANCE OF THIS QUOTATION WARRANTS THAT CUSTOMER AGREES TO ACCEPT THE ADJUSTED VOLUME INVOICED BY AEG. ",Yes
KBP,UKBB,UA,KIEV-BORISPOL,AIR LINK INTERNATIONAL,7/1/2025,12/31/2025,Corporate,CALL,1,99999,CALL,"A/C CERTIFICATE OF REGISTRATION REQUIRED. JETA1 FUEL ONLY. PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY FOR INTERNATIONAL FLTS. UKRAINIAN OPERATORS CANNOT FUEL THRU AEG FUELS FOR INTERNATIONAL FLTS. DOMESTIC FLIGHTS INCUR HIGHER PRICING AND 20% VAT. SMALL UPLIFT FEE 25 USD FOR REFUELING LESS THAN 1000KG.
DUE TO PREVAILING TEMPERATURE CONDITIONS AT THE AIRPORT, INVOICED VOLUME IS SUBJECT TO EXPANSION OR CONTRACTION ADJUSTMENTS AND MAY DIFFER FROM THE FUEL DELIVERY TICKET / BILL OF LADING VOLUME.  ACCEPTANCE OF THIS QUOTATION WARRANTS THAT CUSTOMER AGREES TO ACCEPT THE ADJUSTED VOLUME INVOICED BY AEG. ",Yes
KBP,UKBB,UA,KIEV-BORISPOL,BALTIC GROUND SERVICES,12/8/2025,12/14/2025,Corporate,CALL,1,99999,CALL,"A/C CERTIFICATE OF REGISTRATION REQUIRED. RT FUEL TYPE ONLY. PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY FOR INTERNATIONAL FLTS. UKRAINIAN OPERATORS CANNOT FUEL THRU AEG FUELS FOR INTERNATIONAL FLTS. DOMESTIC FLIGHTS INCUR 20% VAT.
DUE TO PREVAILING TEMPERATURE CONDITIONS AT THE AIRPORT, INVOICED VOLUME IS SUBJECT TO EXPANSION OR CONTRACTION ADJUSTMENTS AND MAY DIFFER FROM THE FUEL DELIVERY TICKET / BILL OF LADING VOLUME.  ACCEPTANCE OF THIS QUOTATION WARRANTS THAT CUSTOMER AGREES TO ACCEPT THE ADJUSTED VOLUME INVOICED BY AEG. ",Yes
KBP,UKBB,UA,KIEV-BORISPOL,LUX COUNTRY LLC,12/1/2025,12/15/2025,Corporate,CALL,1,99999,CALL,"A/C CERTIFICATE OF REGISTRATION REQUIRED. PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY FOR INTERNATIONAL FLTS. UKRAINIAN OPERATORS CANNOT FUEL THRU AEG FUELS FOR INTERNATIONAL FLTS. DOMESTIC FLIGHTS INCUR 20% VAT. RT FUEL INCURS DIFFERENT PRICING.
DUE TO PREVAILING TEMPERATURE CONDITIONS AT THE AIRPORT, INVOICED VOLUME IS SUBJECT TO EXPANSION OR CONTRACTION ADJUSTMENTS AND MAY DIFFER FROM THE FUEL DELIVERY TICKET / BILL OF LADING VOLUME.  ACCEPTANCE OF THIS QUOTATION WARRANTS THAT CUSTOMER AGREES TO ACCEPT THE ADJUSTED VOLUME INVOICED BY AEG. ",Yes
DNK,UKDD,UA,DNIPROPETROVSK,AIR LINK INTERNATIONAL,7/1/2025,12/31/2025,Corporate,CALL,1,99999,CALL,"A/C CERTIFICATE OF REGISTRATION REQUIRED. RT FUEL ONLY. 48 HOUR NOTICE REQUIRED. $20 ARRANGEMENT FEE FOR UPLIFTS < 1000 KG. PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY FOR INTERNATIONAL FLIGHTS. UKRAINIAN OPERATORS CANNOT FUEL THRU AEG FUELS FOR INTERNATIONAL FLTS. DOMESTIC FLIGHTS INCUR HIGHER PRICING. SMALL UPLIFT FEE 25 USD FOR REFUELING LESS THAN 1000KG.
DUE TO PREVAILING TEMPERATURE CONDITIONS AT THE AIRPORT, INVOICED VOLUME IS SUBJECT TO EXPANSION OR CONTRACTION ADJUSTMENTS AND MAY DIFFER FROM THE FUEL DELIVERY TICKET / BILL OF LADING VOLUME.  ACCEPTANCE OF THIS QUOTATION WARRANTS THAT CUSTOMER AGREES TO ACCEPT THE ADJUSTED VOLUME INVOICED BY AEG. ",Yes
DNK,UKDD,UA,DNIPROPETROVSK,DNIPRAVIA,12/1/2025,12/15/2025,Corporate,CALL,1,99999,CALL,"A/C CERTIFICATE OF REGISTRATION REQUIRED. PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY FOR INTERNATIONAL FLTS. UKRAINIAN OPERATORS CANNOT FUEL THRU AEG FUELS FOR INTERNATIONAL FLTS. DOMESTIC FLIGHTS INCUR 20% VAT. RT FUEL INCURS DIFFERENT PRICING.
DUE TO PREVAILING TEMPERATURE CONDITIONS AT THE AIRPORT, INVOICED VOLUME IS SUBJECT TO EXPANSION OR CONTRACTION ADJUSTMENTS AND MAY DIFFER FROM THE FUEL DELIVERY TICKET / BILL OF LADING VOLUME.  ACCEPTANCE OF THIS QUOTATION WARRANTS THAT CUSTOMER AGREES TO ACCEPT THE ADJUSTED VOLUME INVOICED BY AEG. ",No
DNK,UKDD,UA,DNIPROPETROVSK,LUX COUNTRY LLC,12/1/2025,12/15/2025,Corporate,CALL,1,99999,CALL,"DOMESTIC FLIGHTS ONLY.
DUE TO PREVAILING TEMPERATURE CONDITIONS AT THE AIRPORT, INVOICED VOLUME IS SUBJECT TO EXPANSION OR CONTRACTION ADJUSTMENTS AND MAY DIFFER FROM THE FUEL DELIVERY TICKET / BILL OF LADING VOLUME.  ACCEPTANCE OF THIS QUOTATION WARRANTS THAT CUSTOMER AGREES TO ACCEPT THE ADJUSTED VOLUME INVOICED BY AEG. ",No
OZH,UKDE,UA,ZAPORIZHZHIA,AIR LINK INTERNATIONAL,7/1/2025,12/31/2025,Corporate,CALL,1,99999,CALL,"A/C CERTIFICATE OF REGISTRATION REQUIRED. JETA1 FUEL ONLY. $50 REFUEL FEE PER SERVICE.  UKRAINIAN OPERATORS CANNOT FUEL THRU AEG FUELS FOR INTERNATIONAL FLTS. DOMESTIC FLIGHTS INCUR HIGHER PRICING AND 20% VAT. PRICE IS SUBJECT TO CHANGE DUE TO EXCHANGE RATE FLUCTUATIONS.
DUE TO PREVAILING TEMPERATURE CONDITIONS AT THE AIRPORT, INVOICED VOLUME IS SUBJECT TO EXPANSION OR CONTRACTION ADJUSTMENTS AND MAY DIFFER FROM THE FUEL DELIVERY TICKET / BILL OF LADING VOLUME.  ACCEPTANCE OF THIS QUOTATION WARRANTS THAT CUSTOMER AGREES TO ACCEPT THE ADJUSTED VOLUME INVOICED BY AEG. ",Yes
KWG,UKDR,UA,KRYVYI RIH,AIR LINK INTERNATIONAL,7/1/2025,12/31/2025,Corporate,CALL,1,99999,CALL,"A/C CERTIFICATE OF REGISTRATION REQUIRED. JETA1 FUEL ONLY. 48 HOUR NOTICE REQUIRED. $775 USD TRUCK FEE PER SERVICE. LATE CANCELLATIONS WILL INCUR REFUEL / TRUCK FEE REGARDLESS OF UPLIFT. PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY FOR INTERNATIONAL FLTS. UKRAINIAN OPERATORS CANNOT FUEL THRU AEG FUELS FOR INTERNATIONAL FLTS. DOMESTIC FLIGHTS INCUR HIGHER PRICING AND 20% VAT.
DUE TO PREVAILING TEMPERATURE CONDITIONS AT THE AIRPORT, INVOICED VOLUME IS SUBJECT TO EXPANSION OR CONTRACTION ADJUSTMENTS AND MAY DIFFER FROM THE FUEL DELIVERY TICKET / BILL OF LADING VOLUME.  ACCEPTANCE OF THIS QUOTATION WARRANTS THAT CUSTOMER AGREES TO ACCEPT THE ADJUSTED VOLUME INVOICED BY AEG. ",Yes
HRK,UKHH,UA,KHARKOV,AMIC - A,7/1/2025,12/31/2025,Corporate,CALL,1,99999,CALL,"A/C CERTIFICATE OF REGISTRATION REQUIRED. JETA1 FUEL ONLY. PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY FOR INTERNATIONAL FLTS. UKRAINIAN OPERATORS CANNOT FUEL THRU AEG FUELS FOR INTERNATIONAL FLTS. DOMESTIC FLIGHTS INCUR HIGHER PRICING AND 20% VAT. SMALL UPLIFT FEE 25 USD FOR REFUELING LESS THAN 1000KG.
DUE TO PREVAILING TEMPERATURE CONDITIONS AT THE AIRPORT, INVOICED VOLUME IS SUBJECT TO EXPANSION OR CONTRACTION ADJUSTMENTS AND MAY DIFFER FROM THE FUEL DELIVERY TICKET / BILL OF LADING VOLUME.  ACCEPTANCE OF THIS QUOTATION WARRANTS THAT CUSTOMER AGREES TO ACCEPT THE ADJUSTED VOLUME INVOICED BY AEG. ",Yes
CKC,UKKE,UA,CHERKASY,AIR LINK INTERNATIONAL,7/1/2025,12/31/2025,Corporate,CALL,1,99999,CALL,"A/C CERTIFICATE OF REGISTRATION REQUIRED. JETA1 FUEL ONLY. 48 HOUR NOTICE REQUIRED. $300 TRUCK FEE PER FLIGHT. PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY FOR INTERNATIONAL FLTS. UKRAINIAN OPERATORS CANNOT FUEL THRU AEG FUELS FOR INTERNATIONAL FLTS. DOMESTIC FLIGHTS INCUR HIGHER PRICING AND 20% VAT.
DUE TO PREVAILING TEMPERATURE CONDITIONS AT THE AIRPORT, INVOICED VOLUME IS SUBJECT TO EXPANSION OR CONTRACTION ADJUSTMENTS AND MAY DIFFER FROM THE FUEL DELIVERY TICKET / BILL OF LADING VOLUME.  ACCEPTANCE OF THIS QUOTATION WARRANTS THAT CUSTOMER AGREES TO ACCEPT THE ADJUSTED VOLUME INVOICED BY AEG. ",Yes
KGO,UKKG,UA,KIROVOGRAD,AIR LINK INTERNATIONAL,7/1/2025,12/31/2025,Corporate,CALL,1,99999,CALL,"A/C CERTIFICATE OF REGISTRATION REQUIRED. JETA1 FUEL ONLY. 48 HOUR NOTICE REQUIRED. $555 USD TRUCK FEE PER SERVICE. LATE CANCELLATIONS WILL INCUR REFUEL / TRUCK FEE REGARDLESS OF UPLIFT. PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY FOR INTERNATIONAL FLTS. UKRAINIAN OPERATORS CANNOT FUEL THRU AEG FUELS FOR INTERNATIONAL FLTS. DOMESTIC FLIGHTS INCUR HIGHER PRICING AND 20% VAT.
DUE TO PREVAILING TEMPERATURE CONDITIONS AT THE AIRPORT, INVOICED VOLUME IS SUBJECT TO EXPANSION OR CONTRACTION ADJUSTMENTS AND MAY DIFFER FROM THE FUEL DELIVERY TICKET / BILL OF LADING VOLUME.  ACCEPTANCE OF THIS QUOTATION WARRANTS THAT CUSTOMER AGREES TO ACCEPT THE ADJUSTED VOLUME INVOICED BY AEG. ",Yes
IEV,UKKK,UA,KIEV-ZHULYANY,LUX COUNTRY LLC,12/1/2025,12/15/2025,Corporate,CALL,1,99999,CALL,"DOMESTIC FLIGHTS ONLY.
DUE TO PREVAILING TEMPERATURE CONDITIONS AT THE AIRPORT, INVOICED VOLUME IS SUBJECT TO EXPANSION OR CONTRACTION ADJUSTMENTS AND MAY DIFFER FROM THE FUEL DELIVERY TICKET / BILL OF LADING VOLUME.  ACCEPTANCE OF THIS QUOTATION WARRANTS THAT CUSTOMER AGREES TO ACCEPT THE ADJUSTED VOLUME INVOICED BY AEG. ",No
IEV,UKKK,UA,KIEV-ZHULYANY,MASTER AVIA (VIA AIRLINK INTL),7/1/2025,12/31/2025,Corporate,CALL,1,99999,CALL,"A/C CERTIFICATE OF REGISTRATION REQUIRED. JETA1 FUEL ONLY. PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY FOR INTERNATIONAL FLTS. UKRAINIAN OPERATORS CANNOT FUEL THRU AEG FUELS FOR INTERNATIONAL FLTS. DOMESTIC FLIGHTS INCUR HIGHER PRICING AND 20% VAT. SMALL UPLIFT FEE 25 USD FOR REFUELING LESS THAN 1000KG.
DUE TO PREVAILING TEMPERATURE CONDITIONS AT THE AIRPORT, INVOICED VOLUME IS SUBJECT TO EXPANSION OR CONTRACTION ADJUSTMENTS AND MAY DIFFER FROM THE FUEL DELIVERY TICKET / BILL OF LADING VOLUME.  ACCEPTANCE OF THIS QUOTATION WARRANTS THAT CUSTOMER AGREES TO ACCEPT THE ADJUSTED VOLUME INVOICED BY AEG. ",No
IEV,UKKK,UA,KIEV-ZHULYANY,MASTER AVIA (VIA BALTIC GS),12/8/2025,12/14/2025,Corporate,CALL,1,99999,CALL,"A/C CERTIFICATE OF REGISTRATION REQUIRED. PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY FOR INTERNATIONAL FLTS. UKRAINIAN OPERATORS CANNOT FUEL THRU AEG FUELS FOR INTERNATIONAL FLTS. DOMESTIC FLIGHTS INCUR 20% VAT.
DUE TO PREVAILING TEMPERATURE CONDITIONS AT THE AIRPORT, INVOICED VOLUME IS SUBJECT TO EXPANSION OR CONTRACTION ADJUSTMENTS AND MAY DIFFER FROM THE FUEL DELIVERY TICKET / BILL OF LADING VOLUME.  ACCEPTANCE OF THIS QUOTATION WARRANTS THAT CUSTOMER AGREES TO ACCEPT THE ADJUSTED VOLUME INVOICED BY AEG. ",Yes
IEV,UKKK,UA,KIEV-ZHULYANY,MASTER AVIA (VIA OSAGAU),12/1/2025,12/15/2025,Corporate,CALL,1,99999,CALL,"A/C CERTIFICATE OF REGISTRATION REQUIRED. PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY FOR INTERNATIONAL FLTS. UKRAINIAN OPERATORS CANNOT FUEL THRU AEG FUELS FOR INTERNATIONAL FLTS. DOMESTIC FLIGHTS INCUR 20% VAT. JET A-1 FUEL INCURS DIFFERENT PRICING.
DUE TO PREVAILING TEMPERATURE CONDITIONS AT THE AIRPORT, INVOICED VOLUME IS SUBJECT TO EXPANSION OR CONTRACTION ADJUSTMENTS AND MAY DIFFER FROM THE FUEL DELIVERY TICKET / BILL OF LADING VOLUME.  ACCEPTANCE OF THIS QUOTATION WARRANTS THAT CUSTOMER AGREES TO ACCEPT THE ADJUSTED VOLUME INVOICED BY AEG. ",Yes
GML,UKKM,UA,GOSTOMEL,SBA HANDLER,10/1/2025,12/31/2025,Corporate,CALL,1,99999,CALL,"CERTIFICATE OF REGISTRATION REQUIRED. $300 SERVICE FEE PER UPLIFT. An additional charge of 50 EUR/60 USD will apply if uplift does not exceed 2,5 MT and no GH requested.
DUE TO PREVAILING TEMPERATURE CONDITIONS AT THE AIRPORT, INVOICED VOLUME IS SUBJECT TO EXPANSION OR CONTRACTION ADJUSTMENTS AND MAY DIFFER FROM THE FUEL DELIVERY TICKET / BILL OF LADING VOLUME.  ACCEPTANCE OF THIS QUOTATION WARRANTS THAT CUSTOMER AGREES TO ACCEPT THE ADJUSTED VOLUME INVOICED BY AEG.PRICE IS SUBJECT TO CHANGE AT ANY TIME,CONFIRM PRICING PER UPLIFT. ",No
IFO,UKLI,UA,IVANO-FRANKOVSK,AIRPORT SERVICES,12/1/2025,12/15/2025,Corporate,CALL,1,99999,CALL,"A/C CERTIFICATE OF REGISTRATION REQUIRED. PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY FOR INTERNATIONAL FLTS. UKRAINIAN OPERATORS CANNOT FUEL THRU AEG FUELS FOR INTERNATIONAL FLTS. NO DOMESTIC FLIGHTS THROUGH THIS SUPPLIER.
DUE TO PREVAILING TEMPERATURE CONDITIONS AT THE AIRPORT, INVOICED VOLUME IS SUBJECT TO EXPANSION OR CONTRACTION ADJUSTMENTS AND MAY DIFFER FROM THE FUEL DELIVERY TICKET / BILL OF LADING VOLUME.  ACCEPTANCE OF THIS QUOTATION WARRANTS THAT CUSTOMER AGREES TO ACCEPT THE ADJUSTED VOLUME INVOICED BY AEG. ",Yes
IFO,UKLI,UA,IVANO-FRANKOVSK,LUX COUNTRY LLC,12/1/2025,12/15/2025,Corporate,CALL,1,99999,CALL,"DOMESTIC FLIGHTS ONLY.
DUE TO PREVAILING TEMPERATURE CONDITIONS AT THE AIRPORT, INVOICED VOLUME IS SUBJECT TO EXPANSION OR CONTRACTION ADJUSTMENTS AND MAY DIFFER FROM THE FUEL DELIVERY TICKET / BILL OF LADING VOLUME.  ACCEPTANCE OF THIS QUOTATION WARRANTS THAT CUSTOMER AGREES TO ACCEPT THE ADJUSTED VOLUME INVOICED BY AEG. ",No
IFO,UKLI,UA,IVANO-FRANKOVSK,LUX COUNTRY LLC,12/1/2025,12/15/2025,Corporate,CALL,1,99999,CALL,"DOMESTIC FLIGHTS ONLY.
DUE TO PREVAILING TEMPERATURE CONDITIONS AT THE AIRPORT, INVOICED VOLUME IS SUBJECT TO EXPANSION OR CONTRACTION ADJUSTMENTS AND MAY DIFFER FROM THE FUEL DELIVERY TICKET / BILL OF LADING VOLUME.  ACCEPTANCE OF THIS QUOTATION WARRANTS THAT CUSTOMER AGREES TO ACCEPT THE ADJUSTED VOLUME INVOICED BY AEG. ",No
LWO,UKLL,UA,LVOV,AIR LINK INTERNATIONAL - RT,7/1/2025,12/31/2025,Corporate,CALL,1,99999,CALL,"24 HOUR NOTICE REQUIRED. A/C CERTIFICATE OF REGISTRATION REQUIRED. JETA1 FUEL ONLY. PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY FOR INTERNATIONAL FLTS. UKRAINIAN OPERATORS CANNOT FUEL THRU AEG FUELS FOR INTERNATIONAL FLTS. DOMESTIC FLIGHTS INCUR HIGHER PRICING AND 20% VAT. FOR ARRANGED FUEL , PENALTY FOR UNUSED FUEL AMOUNT 100 USD PER TON. SMALL UPLIFT FEE 25 USD FOR REFUELING LESS THAN 1000KG.
DUE TO PREVAILING TEMPERATURE CONDITIONS AT THE AIRPORT, INVOICED VOLUME IS SUBJECT TO EXPANSION OR CONTRACTION ADJUSTMENTS AND MAY DIFFER FROM THE FUEL DELIVERY TICKET / BILL OF LADING VOLUME.  ACCEPTANCE OF THIS QUOTATION WARRANTS THAT CUSTOMER AGREES TO ACCEPT THE ADJUSTED VOLUME INVOICED BY AEG. ",No
LWO,UKLL,UA,LVOV,AIRPORT AUTHORITY,12/8/2025,12/14/2025,Corporate,CALL,1,99999,CALL,"A/C CERTIFICATE OF REGISTRATION REQUIRED. PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY FOR INTERNATIONAL FLTS. UKRAINIAN OPERATORS CANNOT FUEL THRU AEG FUELS FOR INTERNATIONAL FLTS. DOMESTIC FLIGHTS INCUR 20% VAT.
DUE TO PREVAILING TEMPERATURE CONDITIONS AT THE AIRPORT, INVOICED VOLUME IS SUBJECT TO EXPANSION OR CONTRACTION ADJUSTMENTS AND MAY DIFFER FROM THE FUEL DELIVERY TICKET / BILL OF LADING VOLUME.  ACCEPTANCE OF THIS QUOTATION WARRANTS THAT CUSTOMER AGREES TO ACCEPT THE ADJUSTED VOLUME INVOICED BY AEG. ",Yes
LWO,UKLL,UA,LVOV,LUX COUNTRY LLC,12/1/2025,12/15/2025,Corporate,CALL,1,99999,CALL,"A/C CERTIFICATE OF REGISTRATION REQUIRED. PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY FOR INTERNATIONAL FLTS. UKRAINIAN OPERATORS CANNOT FUEL THRU AEG FUELS FOR INTERNATIONAL FLTS. DOMESTIC FLIGHTS INCUR 20% VAT. JET A-1 FUEL INCURS DIFFERENT PRICING.
DUE TO PREVAILING TEMPERATURE CONDITIONS AT THE AIRPORT, INVOICED VOLUME IS SUBJECT TO EXPANSION OR CONTRACTION ADJUSTMENTS AND MAY DIFFER FROM THE FUEL DELIVERY TICKET / BILL OF LADING VOLUME.  ACCEPTANCE OF THIS QUOTATION WARRANTS THAT CUSTOMER AGREES TO ACCEPT THE ADJUSTED VOLUME INVOICED BY AEG. ",Yes
